chrom	gene	segreg_g	pri_der_fix_g	score_g
2L	AGAP006028	330	2	0.498915092371
2L	AGAP007030	63	2	0.27382764799
2L	AGAP005760	38	1	0.0219244878534
2L	AGAP005175	617	1	1.83986705012
2L	AGAP006962	45	1	0.0668394656572
2L	AGAP006635	52	2	0.411230917817
2L	AGAP006444	327	2	0.488925698182
2L	AGAP006277	255	3	0.0200128945892
2L	AGAP006755	65	1	0.182021412994
2L	AGAP004859	36	1	0.00847945356271
2L	AGAP005064	577	1	1.70412240573
2L	AGAP005307	27	1	0.0648235473282
2L	AGAP006824	83	1	0.117988440155
2L	AGAP006632	55	2	0.368790324039
2L	AGAP007640	189	1	0.323223596281
2L	AGAP004808	26	1	0.0752727230752
2L	AGAP006265	85	2	0.09926237059
2L	AGAP007667	91	1	0.0709216178861
2L	AGAP007038	190	1	0.327041541936
2L	AGAP006683	18	1	0.189073878235
2L	AGAP007529	20	1	0.154098478546
2L	AGAP005667	21	1	0.138576356622
2L	AGAP007099	642	3	1.19119582218
2L	AGAP007585	860	1	2.65187383686
2L	AGAP005165	2179	12	3.00668679023
2L	AGAP005825	41	1	0.0415549965526
2L	AGAP006240	66	2	0.243696956629
2L	AGAP005245	1570	1	4.95809014848
2L	AGAP007709	291	1	0.702936708059
2L	AGAP006120	508	1	1.46807977252
2L	AGAP007506	40	1	0.0350792503027
2L	AGAP006409	6	1	0.708822376356
2L	AGAP006741	127	3	0.214456617545
2L	AGAP004835	393	2	0.70901016928
2L	AGAP007327	2775	2	8.35761486055
2L	AGAP006805	33	2	0.836436621211
2L	AGAP007046	137	1	0.121622544491
2L	AGAP006349	127	3	0.214456617545
2L	AGAP006018	1040	3	2.45765420252
2L	AGAP005923	18	1	0.189073878235
2L	AGAP007237	544	3	0.882238946609
2L	AGAP007137	592	2	1.37071293768
2L	AGAP005222	169	1	0.246404220274
2L	AGAP004940	430	2	0.832434121082
2L	AGAP006340	328	1	0.836701563899
2L	AGAP005229	141	1	0.13734483903
2L	AGAP006590	891	6	1.06509330496
2L	AGAP007217	23	2	1.30048117655
2L	AGAP006439	2080	4	5.36139752835
2L	AGAP007247	1439	24	0.30222419695
2L	AGAP006330	1398	2	3.99000196077
2L	AGAP007657	238	2	0.194906545863
2L	AGAP007221	101	1	0.0222150525719
2L	AGAP005922	12	1	0.344644565963
2L	AGAP006255	47	1	0.079141783459
2L	AGAP006048	20	3	3.95932678907
2L	AGAP006241	33	1	0.0126474429856
2L	AGAP007362	369	1	0.983045041741
2L	AGAP006636	566	1	1.66666028441
2L	AGAP005713	475	1	1.3542144169
2L	AGAP007686	60	1	0.154649746702
2L	AGAP004805	265	1	0.607818406751
2L	AGAP006965	90	2	0.0708315496339
2L	AGAP007031	621	3	1.12476877806
2L	AGAP004827	365	7	0.246819287889
2L	AGAP007025	45	1	0.0668394656572
2L	AGAP005039	69	1	0.203380478145
2L	AGAP007595	36	1	0.00847945356271
2L	AGAP006023	180	1	0.288764393866
2L	AGAP005986	31	1	0.0283139018815
2L	AGAP005972	28	1	0.0549514600093
2L	AGAP005803	287	2	0.356061761032
2L	AGAP006754	747	1	2.27660416299
2L	AGAP007688	59	1	0.149077169509
2L	AGAP006133	236	5	0.271417702808
2L	AGAP007092	195	2	0.0566987749838
2L	AGAP007135	372	2	0.638942128019
2L	AGAP004810	8	1	0.540393067487
2L	AGAP006656	3977	10	8.96256783373
2L	AGAP005308	32	2	0.871135482975
2L	AGAP005725	285	1	0.681073814098
2L	AGAP006803	87	1	0.0934197428329
2L	AGAP005492	18	1	0.189073878235
2L	AGAP007173	15	1	0.254654740044
2L	AGAP007049	136	1	0.117686670409
2L	AGAP005971	194	1	0.342291932495
2L	AGAP007134	193	1	0.338482529391
2L	AGAP007550	146	1	0.156948924816
2L	AGAP005475	13	1	0.311048995235
2L	AGAP007110	253	31	40.0487964991
2L	AGAP005714	903	2	2.39137070049
2L	AGAP006812	915	3	2.05936800214
2L	AGAP005769	17	1	0.20891972172
2L	AGAP007533	118	1	0.0465093595327
2L	AGAP005488	21	1	0.138576356622
2L	AGAP006527	31	1	0.0283139018815
2L	AGAP006623	38	1	0.0219244878534
2L	AGAP006748	21	1	0.138576356622
2L	AGAP007174	159	4	0.381454122403
2L	AGAP005807	658	1	1.978286716
2L	AGAP007085	77	1	0.159380039308
2L	AGAP006998	70	1	0.208651841612
2L	AGAP006253	2	1	1.61430599346
2L	AGAP006615	70	1	0.208651841612
2L	AGAP007685	72	2	0.190429972057
2L	AGAP006820	36	1	0.00847945356271
2L	AGAP007053	46	1	0.0730172437652
2L	AGAP006533	21	2	1.43896441913
2L	AGAP005168	122	1	0.06237643952
2L	AGAP005073	10	3	7.35865752363
2L	AGAP005146	115	1	0.0345934777746
2L	AGAP007452	691	2	1.69738468612
2L	AGAP006795	21	1	0.138576356622
2L	AGAP004692	92	1	0.0655909398634
2L	AGAP006526	530	5	0.331201363093
2L	AGAP007129	235	1	0.496744044464
2L	AGAP007708	16	4	9.05909176203
2L	AGAP006347	1733	1	5.48003898041
2L	AGAP007472	101	2	0.017774031782
2L	AGAP007349	73	1	0.190539971943
2L	AGAP006571	228	1	0.470602597523
2L	AGAP007033	7	1	0.615271795365
2L	AGAP006214	33	3	2.33700758702
2L	AGAP006047	22	1	0.12415703524
2L	AGAP005311	200	9	2.98929164524
2L	AGAP007683	53	1	0.11486894501
2L	AGAP007606	322	1	0.815126882863
2L	AGAP005300	743	1	2.26325348861
2L	AGAP005498	207	2	0.0948067980949
2L	AGAP004738	9	1	0.478829024809
2L	AGAP006997	87	1	0.0934197428329
2L	AGAP006665	696	2	1.71383664886
2L	AGAP006416	23	1	0.110715596313
2L	AGAP007103	1390	4	3.19922167745
2L	AGAP006872	98	1	0.0358151749077
2L	AGAP005507	218	2	0.130088529462
2L	AGAP006188	2975	1	9.41471747882
2L	AGAP006617	47	1	0.079141783459
2L	AGAP004742	92	1	0.0655909398634
2L	AGAP006069	170	1	0.250266367324
2L	AGAP007512	298	1	0.728380303632
2L	AGAP007549	101	1	0.0222150525719
2L	AGAP007172	33	3	2.33700758702
2L	AGAP005737	676	1	2.03884646274
2L	AGAP004902	402	16	4.22913774425
2L	AGAP007460	21	1	0.138576356622
2L	AGAP007473	13	1	0.311048995235
2L	AGAP007307	1066	5	1.86184249032
2L	AGAP007453	46	1	0.0730172437652
2L	AGAP007558	27	1	0.0648235473282
2L	AGAP006601	144	1	0.149113880965
2L	AGAP005928	50	2	0.44208731562
2L	AGAP005712	94	1	0.0552576069079
2L	AGAP007532	91	1	0.0709216178861
2L	AGAP005079	189	2	0.0378211368941
2L	AGAP005393	32	1	0.0202938266928
2L	AGAP005315	17	1	0.20891972172
2L	AGAP007133	1986	7	3.98428023244
2L	AGAP007102	50	1	0.0972141205827
2L	AGAP006733	140	1	0.133417477637
2L	AGAP005982	77	1	0.159380039308
2L	AGAP006107	473	2	0.975711033605
2L	AGAP006498	10	1	0.427123415581
2L	AGAP005309	18	4	8.16546058059
2L	AGAP007163	1318	4	2.97394588325
2L	AGAP006911	57	1	0.137826034661
2L	AGAP004852	114	1	0.0306188533315
2L	AGAP006745	27	1	0.0648235473282
2L	AGAP006477	120	1	0.0544460399219
2L	AGAP005368	99	1	0.0311927221654
2L	AGAP004904	180	2	0.0097628742198
2L	AGAP006826	65	2	0.253455739638
2L	AGAP007165	13	1	0.311048995235
2L	AGAP007474	205	1	0.384057264347
2L	AGAP006382	175	1	0.269543327732
2L	AGAP006128	102	1	0.0178549314482
2L	AGAP005564	2754	1	8.71843726935
2L	AGAP006756	57	2	0.342767408645
2L	AGAP005072	93	4	1.19491367798
2L	AGAP006272	16	1	0.230671825767
2L	AGAP006116	100	1	0.0266601809709
2L	AGAP005216	192	3	0.0505039177186
2L	AGAP005510	562	3	0.93875714361
2L	AGAP005796	93	1	0.0603707023097
2L	AGAP007114	199	2	0.0693522169757
2L	AGAP006529	59	1	0.149077169509
2L	AGAP005468	87	1	0.0934197428329
2L	AGAP007008	459	2	0.929088223313
2L	AGAP005964	749	2	1.88796294741
2L	AGAP006151	32	1	0.0202938266928
2L	AGAP007051	666	1	2.00521728932
2L	AGAP005679	47	2	0.492815648179
2L	AGAP006876	33	1	0.0126474429856
2L	AGAP007198	159	3	0.0579604247507
2L	AGAP006823	421	1	1.16627181685
2L	AGAP007065	127	2	0.0862193463198
2L	AGAP006428	78	1	0.15206249935
2L	AGAP007242	31	1	0.0283139018815
2L	AGAP006280	213	1	0.414276961524
2L	AGAP007257	118	2	0.0505651828063
2L	AGAP005359	95	1	0.0502484876691
2L	AGAP006405	455	1	1.28485471044
2L	AGAP006030	115	2	0.0386514423713
2L	AGAP006613	39	1	0.0285366664853
2L	AGAP007138	57	1	0.137826034661
2L	AGAP006472	238	1	0.507920509108
2L	AGAP005711	359	1	0.947516971472
2L	AGAP007691	51	2	0.426384332014
2L	AGAP006735	170	1	0.250266367324
2L	AGAP006579	79	2	0.137846466745
2L	AGAP004696	154	1	0.18819974707
2L	AGAP007248	496	2	1.05224319327
2L	AGAP005508	480	1	1.37151171294
2L	AGAP006481	75	1	0.174567904103
2L	AGAP007592	349	1	0.911885267863
2L	AGAP005181	206	5	0.439298326728
2L	AGAP007659	127	1	0.0821726207586
2L	AGAP007698	232	2	0.175382908456
2L	AGAP007023	117	1	0.0425387912692
2L	AGAP007115	12	1	0.344644565963
2L	AGAP005765	181	2	0.0128638515601
2L	AGAP004801	228	1	0.470602597523
2L	AGAP005509	139	8	3.87847581008
2L	AGAP005248	272	2	0.306474348221
2L	AGAP006407	43	1	0.0543162285494
2L	AGAP006758	44	2	0.549763833871
2L	AGAP006484	223	1	0.451874902615
2L	AGAP006825	308	3	0.165947667782
2L	AGAP006068	112	3	0.319932842158
2L	AGAP007681	172	1	0.257983894898
2L	AGAP007112	14	1	0.28127493067
2L	AGAP007169	317	20	11.1285171078
2L	AGAP005715	618	1	1.84325146526
2L	AGAP006634	2598	17	2.81499384608
2L	AGAP007258	33	2	0.836436621211
2L	AGAP007696	15	2	2.03955071132
2L	AGAP005806	523	2	1.1419766377
2L	AGAP005091	970	1	3.01420080662
X	AGAP000007	7	1	0.615271795365
X	AGAP001081	41	1	0.0415549965526
X	AGAP000994	10	1	0.427123415581
X	AGAP000352	8	1	0.540393067487
X	AGAP000390	35	2	0.772374127808
X	AGAP013055	728	2	1.81902664901
X	AGAP001042	1	2	12.1207070614
X	AGAP000941	45	5	5.32484755925
X	AGAP000894	225	6	0.691393197738
X	AGAP000454	22	1	0.12415703524
X	AGAP000468	16	1	0.230671825767
X	AGAP000551	49	1	0.0912384998428
X	AGAP000864	8	6	32.8063887424
X	AGAP000009	16	3	4.8953073038
X	AGAP000932	33	6	10.8419356476
X	AGAP000329	35	1	0.00164017800215
X	AGAP000882	23	1	0.110715596313
X	AGAP000580	7	1	0.615271795365
X	AGAP000398	3	3	16.3464594253
X	AGAP001052	75	5	2.89006336377
X	AGAP000199	15	1	0.254654740044
X	AGAP000833	25	5	9.64601851234
X	AGAP000915	362	7	0.257743491987
X	AGAP001091	28	6	12.6560260782
X	AGAP000378	85	1	0.105428203704
X	AGAP000025	22	1	0.12415703524
X	AGAP000961	10	1	0.427123415581
X	AGAP000979	7	2	4.01812135773
X	AGAP001023	17	20	154.390701901
X	AGAP000038	10	1	0.427123415581
X	AGAP001031	1	1	2.34931496131
X	AGAP000792	50	2	0.44208731562
X	AGAP000325	13	1	0.311048995235
X	AGAP000253	13	1	0.311048995235
X	AGAP000532	46	1	0.0730172437652
X	AGAP000843	11	3	6.80346500609
X	AGAP000690	4	2	6.06983893696
X	AGAP000500	133	1	0.105866616551
X	AGAP000117	32	1	0.0202938266928
X	AGAP000438	6	2	4.53423365573
X	AGAP000230	4	3	13.9716624092
X	AGAP013262	99	3	0.43741772338
X	AGAP000740	117	3	0.281717801986
X	AGAP000693	5	1	0.829847583855
X	AGAP000835	12	1	0.344644565963
X	AGAP000023	25	3	3.16033224801
X	AGAP000901	73	3	0.795000134969
X	AGAP013028	3	1	1.2319129154
X	AGAP000865	128	6	2.11600059119
X	AGAP000970	37	3	2.04684187991
X	AGAP000855	2	2	9.10726776551
X	AGAP001092	2	1	1.61430599346
X	AGAP000797	62	3	1.0322347393
X	AGAP000733	8	1	0.540393067487
X	AGAP000867	5	2	5.19435382167
X	AGAP000277	58	1	0.143469612823
X	AGAP000131	21	1	0.138576356622
X	AGAP000763	17	1	0.20891972172
X	AGAP000829	26	7	18.4400294324
X	AGAP000463	43	4	3.38244395781
X	AGAP000676	34	4	4.38457170842
X	AGAP000520	56	2	0.355566778299
X	AGAP013047	6	1	0.708822376356
X	AGAP000769	41	3	1.80851950525
X	AGAP001036	1	4	38.2581156057
X	AGAP001064	17	1	0.20891972172
X	AGAP000958	62	10	16.788677822
X	AGAP000558	205	1	0.384057264347
X	AGAP000929	30	6	11.8700686949
X	AGAP000646	68	1	0.1980824567
X	AGAP000826	13	4	10.79046973
X	AGAP013021	63	7	7.71210178227
X	AGAP000968	14	3	5.52564017951
X	AGAP000842	5	3	12.1870686404
X	AGAP001039	4	3	13.9716624092
X	AGAP012975	3	2	7.28886811787
X	AGAP000814	23	1	0.110715596313
X	AGAP013283	6	1	0.708822376356
X	AGAP001094	25	1	0.0863577240948
X	AGAP000470	16	2	1.91282863671
X	AGAP000966	9	1	0.478829024809
X	AGAP000848	31	1	0.0283139018815
X	AGAP000235	47	2	0.492815648179
X	AGAP000719	27	1	0.0648235473282
X	AGAP000998	360	14	3.56122794241
X	AGAP000552	29	5	8.37689248435
X	AGAP000981	21	3	3.77336755614
X	AGAP000488	176	5	0.672268356199
X	AGAP000991	7	2	4.01812135773
X	AGAP001028	5	2	5.19435382167
X	AGAP013526	5	2	5.19435382167
X	AGAP000687	73	7	6.51811859295
X	AGAP000188	56	1	0.132145345603
X	AGAP013520	23	1	0.110715596313
X	AGAP001070	47	7	10.5466309325
X	AGAP000159	255	1	0.570959729981
X	AGAP013495	48	8	13.6619987463
X	AGAP000913	35	1	0.00164017800215
X	AGAP000785	40	1	0.0350792503027
X	AGAP000028	55	1	0.1264264059
X	AGAP000010	4	3	13.9716624092
X	AGAP000369	8	1	0.540393067487
X	AGAP000519	397	2	0.722356501166
X	AGAP000434	25	4	6.0022217311
X	AGAP000019	35	1	0.00164017800215
X	AGAP000713	95	1	0.0502484876691
X	AGAP000786	23	1	0.110715596313
X	AGAP000407	45	1	0.0668394656572
X	AGAP000898	73	4	1.72812767124
X	AGAP000949	7	4	17.0613571579
X	AGAP000978	8	2	3.60311530152
X	AGAP001090	8	3	8.76803787788
X	AGAP000502	117	1	0.0425387912692
X	AGAP000014	1	1	2.34931496131
X	AGAP001073	49	2	0.45837083218
X	AGAP000971	19	2	1.60254286354
X	AGAP000538	14	2	2.18149085152
X	AGAP000323	76	1	0.166879571971
X	AGAP000850	6	2	4.53423365573
X	AGAP000021	7	4	17.0613571579
X	AGAP000934	10	2	2.97607826463
X	AGAP001004	15	3	5.19321427661
X	AGAP000358	9	2	3.26185907461
X	AGAP000614	32	1	0.0202938266928
X	AGAP001033	2	3	19.6645365278
X	AGAP000790	8	2	3.60311530152
X	AGAP000255	582	1	1.72113112723
X	AGAP000351	559	3	0.929328748051
X	AGAP000942	14	1	0.28127493067
X	AGAP000110	12	1	0.344644565963
X	AGAP000114	19	1	0.170871753079
X	AGAP000606	1163	14	0.201898326743
X	AGAP000280	24	1	0.098146029339
X	AGAP000041	27	4	5.5622925672
X	AGAP000102	23	4	6.50673363769
X	AGAP000987	8	1	0.540393067487
X	AGAP000689	9	1	0.478829024809
X	AGAP000904	82	14	25.3192903067
X	AGAP013101	19	7	23.8991838719
X	AGAP000960	19	1	0.170871753079
X	AGAP000383	478	1	1.36459478723
X	AGAP000900	115	2	0.0386514423713
X	AGAP001015	121	5	1.42235879304
X	AGAP000321	156	1	0.195989885189
X	AGAP000930	41	9	20.2171873601
X	AGAP000560	26	1	0.0752727230752
X	AGAP001082	34	2	0.803564082993
X	AGAP013027	65	1	0.182021412994
X	AGAP000631	21	5	11.3035807372
X	AGAP000670	10	1	0.427123415581
X	AGAP000953	16	1	0.230671825767
X	AGAP012964	24	1	0.098146029339
X	AGAP001084	55	4	2.51935578055
X	AGAP000193	16	1	0.230671825767
X	AGAP000521	60	4	2.25492082669
X	AGAP000823	44	1	0.0606064851054
X	AGAP000837	53	13	33.1008666221
X	AGAP013009	49	4	2.90229956069
X	AGAP001012	8	1	0.540393067487
X	AGAP000983	12	5	17.867491497
X	AGAP000995	5	1	0.829847583855
X	AGAP000952	12	3	6.32147037108
X	AGAP000233	42	1	0.0479665048543
X	AGAP000587	26	1	0.0752727230752
X	AGAP000013	19	3	4.16190040178
X	AGAP000247	116	1	0.0385668110774
X	AGAP000868	96	2	0.0404452848931
X	AGAP000731	44	1	0.0606064851054
X	AGAP000002	8	1	0.540393067487
X	AGAP000576	94	1	0.0552576069079
X	AGAP000973	58	2	0.330371919326
X	AGAP001093	57	3	1.16848731453
X	AGAP013043	74	1	0.182452193448
X	AGAP013147	6	3	10.7963776202
X	AGAP000969	163	9	4.11661672198
X	AGAP000893	40	12	36.2875091833
X	AGAP000545	57	2	0.342767408645
X	AGAP000997	4	2	6.06983893696
X	AGAP000585	342	1	0.886879077763
X	AGAP000810	244	2	0.214487779986
X	AGAP000368	146	6	1.70346471275
X	AGAP013126	1	1	2.34931496131
X	AGAP000986	19	5	12.3384973719
X	AGAP000364	44	1	0.0606064851054
X	AGAP000875	71	5	3.10328552455
X	AGAP000708	108	2	0.010808461969
X	AGAP000711	30	2	0.946675399257
X	AGAP000172	2	1	1.61430599346
X	AGAP000554	31	3	2.50716703869
X	AGAP000903	35	6	10.2399273259
X	AGAP000982	19	3	4.16190040178
X	AGAP000058	74	1	0.182452193448
X	AGAP000870	74	1	0.182452193448
X	AGAP000512	140	2	0.137446494925
X	AGAP000707	75	1	0.174567904103
X	AGAP000553	89	2	0.0762751794809
X	AGAP000962	109	15	21.7406162118
X	AGAP000348	33	2	0.836436621211
X	AGAP000123	84	2	0.105332301028
X	AGAP000931	3	4	27.1696014263
X	AGAP000139	33	1	0.0126474429856
X	AGAP000844	16	5	14.2586079862
X	AGAP000765	23	1	0.110715596313
X	AGAP000610	9	1	0.478829024809
X	AGAP000801	411	20	7.46482738054
X	AGAP000955	46	3	1.56440959308
X	AGAP000337	18	1	0.189073878235
X	AGAP000935	8	4	15.5834084113
X	AGAP000975	8	5	23.6862400718
X	AGAP000394	11	2	2.73309593885
X	AGAP000943	71	10	14.5951276553
X	AGAP000654	9	3	8.00524830696
X	AGAP000526	67	2	0.234207217837
X	AGAP001032	14	6	22.5415843876
X	AGAP000386	85	1	0.105428203704
X	AGAP000636	1	1	2.34931496131
X	AGAP000984	32	7	15.3182831779
X	AGAP001014	14	2	2.18149085152
X	AGAP000456	44	1	0.0606064851054
X	AGAP000020	34	4	4.38457170842
X	AGAP000672	73	3	0.795000134969
X	AGAP000234	112	1	0.0226659955801
X	AGAP000819	3	1	1.2319129154
X	AGAP000815	96	4	1.1335848183
X	AGAP001050	3	4	27.1696014263
X	AGAP000412	38	1	0.0219244878534
X	AGAP001038	1	1	2.34931496131
X	AGAP000990	29	2	0.987900644415
X	AGAP000485	4	1	0.993960804781
X	AGAP000884	39	1	0.0285366664853
X	AGAP000791	14	2	2.18149085152
X	AGAP000675	108	3	0.353072725464
X	AGAP000897	17	1	0.20891972172
X	AGAP000787	53	3	1.29474559172
X	AGAP000040	24	5	10.0177354259
X	AGAP013097	24	5	10.0177354259
X	AGAP000211	9	2	3.26185907461
X	AGAP001034	1	2	12.1207070614
X	AGAP001021	28	3	2.80272984068
X	AGAP000575	114	1	0.0306188533315
X	AGAP000410	65	1	0.182021412994
X	AGAP013046	8	1	0.540393067487
X	AGAP001053	14	7	30.0214772446
X	AGAP000399	79	4	1.54086560836
X	AGAP000945	36	4	4.12321959698
X	AGAP013409	25	1	0.0863577240948
X	AGAP001022	35	2	0.772374127808
X	AGAP000045	180	8	2.60292764444
X	AGAP013136	5	2	5.19435382167
X	AGAP000634	13	1	0.311048995235
X	AGAP000869	122	1	0.06237643952
X	AGAP001026	7	4	17.0613571579
X	AGAP001009	6	1	0.708822376356
X	AGAP000831	6	2	4.53423365573
X	AGAP000017	55	6	6.38916886576
X	AGAP013381	16	1	0.230671825767
X	AGAP000112	248	8	1.43167518028
X	AGAP000756	34	5	7.15516082719
X	AGAP000720	266	5	0.14686332554
X	AGAP001065	14	1	0.28127493067
X	AGAP000892	7	1	0.615271795365
X	AGAP000950	15	2	2.03955071132
X	AGAP000773	32	3	2.41970284559
X	AGAP000939	14	3	5.52564017951
X	AGAP001061	138	12	10.1877609835
X	AGAP000347	49	1	0.0912384998428
X	AGAP000062	48	1	0.0852149466317
X	AGAP000205	271	1	0.629858137091
X	AGAP000011	9	1	0.478829024809
X	AGAP000428	15	2	2.03955071132
X	AGAP000992	6	1	0.708822376356
X	AGAP000723	85	2	0.09926237059
X	AGAP000974	87	14	23.8445825535
X	AGAP001035	15	7	28.5748412934
X	AGAP001008	4	2	6.06983893696
X	AGAP000044	13	2	2.34164068756
X	AGAP001027	27	4	5.5622925672
X	AGAP000522	28	1	0.0549514600093
X	AGAP001029	10	4	13.2579051174
X	AGAP001045	2	3	19.6645365278
X	AGAP000127	16	1	0.230671825767
X	AGAP001043	62	9	13.4695732507
X	AGAP000483	25	4	6.0022217311
X	AGAP000927	3	3	16.3464594253
X	AGAP000380	174	2	0.00892750450582
X	AGAP000225	480	7	0.0432769835539
X	AGAP000482	3	1	1.2319129154
X	AGAP000762	8	3	8.76803787788
X	AGAP000871	2	1	1.61430599346
X	AGAP000008	6	1	0.708822376356
X	AGAP000985	21	2	1.43896441913
X	AGAP013341	4	4	23.6989570104
X	AGAP001068	12	3	6.32147037108
X	AGAP000477	508	2	1.09213977451
X	AGAP000847	384	10	1.06019183265
X	AGAP001019	11	2	2.73309593885
X	AGAP000862	34	1	0.00534658501804
X	AGAP013464	19	1	0.170871753079
X	AGAP000498	16	2	1.91282863671
X	AGAP000795	346	18	7.49842391297
X	AGAP000666	7	1	0.615271795365
X	AGAP000562	272	2	0.306474348221
X	AGAP001011	13	7	31.6124846165
X	AGAP001018	5	5	31.0920278576
X	AGAP000080	552	5	0.387693108866
X	AGAP000359	77	7	6.12063041724
X	AGAP000222	209	2	0.101198798403
X	AGAP000926	62	4	2.16034952554
X	AGAP000048	43	1	0.0543162285494
X	AGAP000169	32	2	0.871135482975
X	AGAP000433	21	2	1.43896441913
X	AGAP000612	3	1	1.2319129154
X	AGAP001047	1	3	24.6315149513
X	AGAP000940	23	12	55.7475209487
X	AGAP000215	69	1	0.203380478145
X	AGAP000741	37	2	0.714539568921
X	AGAP013042	183	2	0.0190787060999
X	AGAP000445	13	1	0.311048995235
X	AGAP000466	26	2	1.12826916255
X	AGAP000755	11	4	12.3264701128
X	AGAP000124	33	1	0.0126474429856
X	AGAP000360	66	3	0.937293318885
X	AGAP001010	16	7	27.2537660262
X	AGAP000630	87	1	0.0934197428329
X	AGAP000406	74	1	0.182452193448
X	AGAP000223	26	1	0.0752727230752
X	AGAP000497	2	4	31.792543305
X	AGAP000653	9	1	0.478829024809
X	AGAP001044	2	1	1.61430599346
X	AGAP000095	41	1	0.0415549965526
X	AGAP000794	7	2	4.01812135773
X	AGAP000326	8	1	0.540393067487
X	AGAP013317	3	2	7.28886811787
X	AGAP000728	33	1	0.0126474429856
X	AGAP000715	130	2	0.0980713829182
X	AGAP000190	341	2	0.535561630032
X	AGAP000037	36	3	2.11390827689
X	AGAP001083	4	3	13.9716624092
X	AGAP000754	70	1	0.208651841612
X	AGAP000805	6	2	4.53423365573
X	AGAP000145	78	1	0.15206249935
X	AGAP000591	382	3	0.382863325081
X	AGAP000355	7	1	0.615271795365
X	AGAP001030	7	3	9.6817214835
X	AGAP000099	75	2	0.166773457276
X	AGAP000214	49	3	1.44010062948
X	AGAP001048	48	2	0.475268262612
X	AGAP012978	36	1	0.00847945356271
X	AGAP001037	6	3	10.7963776202
X	AGAP000332	45	1	0.0668394656572
X	AGAP000251	10	3	7.35865752363
X	AGAP012976	90	1	0.0763661741128
X	AGAP000507	9	1	0.478829024809
X	AGAP000663	103	1	0.0135775009426
X	AGAP000539	16	4	9.05909176203
X	AGAP000896	7	1	0.615271795365
X	AGAP000928	4	2	6.06983893696
X	AGAP000694	5	1	0.829847583855
X	AGAP000834	17	9	41.2792339441
X	AGAP000015	23	5	10.4158757313
X	AGAP001076	9	10	71.9285750281
X	AGAP000198	170	2	0.0220573910272
X	AGAP001069	32	2	0.871135482975
X	AGAP001041	2	3	19.6645365278
X	AGAP001006	1	1	2.34931496131
X	AGAP001025	10	2	2.97607826463
X	AGAP000876	8	1	0.540393067487
X	AGAP000192	31	2	0.907821531415
X	AGAP000633	9	1	0.478829024809
X	AGAP000938	23	8	26.4744082891
X	AGAP000054	263	1	0.600459403612
X	AGAP000832	17	1	0.20891972172
X	AGAP000320	98	7	4.53526127142
X	AGAP000119	2	1	1.61430599346
X	AGAP000996	15	8	36.4483826204
X	AGAP000561	79	2	0.137846466745
X	AGAP000086	218	3	0.0893603391721
X	AGAP013441	18	4	8.16546058059
X	AGAP000948	5	1	0.829847583855
X	AGAP013289	22	2	1.36696995114
X	AGAP000293	45	1	0.0668394656572
X	AGAP000767	31	2	0.907821531415
X	AGAP012956	52	7	9.49532193391
X	AGAP000922	32	1	0.0202938266928
X	AGAP013287	21	3	3.77336755614
X	AGAP000228	417	4	0.247595563444
